obsid,leadid,ccode,idacr,leader,startdate,eindate,enddate,eoutdate,entry,exit,exitcode,prevtimesinoffice,posttenurefate,gender,yrborn,yrdied,borndate,ebirthdate,deathdate,edeathdate,dbpediauri,numentry,numexit,numexitcode,numposttenurefate,fties,ftcur
DRV-1997,824c275a-1e42-11e4-b4cd-db5882bf8def,816,DRV,Phieu,1997-12-29,29dec1997,2001-04-22,22apr2001,Regular,Regular,Regular,0,OK,M,1931,-777,1931-12-27,27dec1931,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_L-25C3-25AA-5FKh-25E1-25BA-25A3-5FPhi-25C3-25AAu&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=9KRr5YYrMHsDHiScK6blzpIMKIKKDM7FnZvEo-rayIM&e=,0,1,0,0,NA,NA
DRV-2001,824c275b-1e42-11e4-b4cd-db5882bf8def,816,DRV,Nong Duc Manh,2001-04-23,23apr2001,2011-01-19,19jan2011,Regular,Regular,Regular,0,OK,M,1940,-777,1940-09-11,11sep1940,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_N-25C3-25B4ng-5F-25C4-2590-25E1-25BB-25A9c-5FM-25E1-25BA-25A1nh&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=Fp7zAbFoULEHmrW-IHwdT4CZv5s16e6-cYp2ex8QyWo&e=,0,1,0,0,NA,NA
DRV-2011,8255b0f9-1e42-11e4-b4cd-db5882bf8def,816,DRV,Phu Trong,2011-01-19,19jan2011,2015-12-31,31dec2015,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1944,-777,1944-04-14,14apr1944,NA,,NA,0,-888,-888,-888,NA,NA
RVN-1954-1,824c275c-1e42-11e4-b4cd-db5882bf8def,817,RVN,Pham Buu Loc,1954-01-12,12jan1954,1954-06-16,16jun1954,Regular,Regular,Regular,0,Missing: No Information Found,M,1915,1990,NA,,NA,,NA,0,1,0,-666,NA,NA
RVN-1954-2,824c275d-1e42-11e4-b4cd-db5882bf8def,817,RVN,Quat,1954-06-16,16jun1954,1954-06-26,26jun1954,Regular,Regular,Regular,0,OK,M,1909,1979,NA,,NA,,NA,0,1,0,0,NA,NA
RVN-1954-3,824c275e-1e42-11e4-b4cd-db5882bf8def,817,RVN,Ngo Dinh Diem,1954-06-26,26jun1954,1963-11-01,01nov1963,Irregular,Irregular,"Removed by Military, without Foreign Support",0,Death,M,1901,1963,1901-01-03,03jan1901,1963-11-01,01nov1963,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Ngo-5FDinh-5FDiem&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=PCaM98F8CABhxzPL7VKU70e7m9QWMUHXhuvIVO7mOwk&e=,1,3,6,3,NA,NA
RVN-1963,824c275f-1e42-11e4-b4cd-db5882bf8def,817,RVN,Minh,1963-11-01,01nov1963,1964-01-30,30jan1964,Irregular,Irregular,"Removed by Military, without Foreign Support",0,Exile,M,1916,2001,1916-02-19,19feb1916,2001-08-06,06aug2001,NA,1,3,6,1,NA,NA
RVN-1964-1,824c582e-1e42-11e4-b4cd-db5882bf8def,817,RVN,Khanh,1964-01-30,30jan1964,1964-11-04,04nov1964,Irregular,Irregular,"Popular Protest, without Foreign Support",0,Exile,M,1927,-777,1927-11-08,08nov1927,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Nguyen-5FKhanh&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=klN45V0aS6bfsm8TprWFsClC6S30xWzNzuR4nSG3bf8&e=,1,3,2,1,NA,NA
RVN-1964-2,824c582f-1e42-11e4-b4cd-db5882bf8def,817,RVN,Van Huong,1964-11-04,04nov1964,1965-01-26,26jan1965,Irregular,Irregular,"Removed by Military, without Foreign Support",0,OK,M,1903,1982,1903-12-01,01dec1903,NA,,NA,1,3,6,0,NA,NA
RVN-1965-1,197ad4a8-3bbd-11e5-afeb-eb6f07f9fec7,817,RVN,Khahn,1965-01-26,26jan1965,1965-02-20,20feb1965,Irregular,Irregular,Removed in Military Power Struggle Short of Coup,1,Exile,M,1927,-777,1927-11-08,08nov1927,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Nguyen-5FKhanh&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=klN45V0aS6bfsm8TprWFsClC6S30xWzNzuR4nSG3bf8&e=,1,3,16,1,NA,NA
RVN-1965-2,824c275d-1e42-11e4-b4cd-db5882bf8def,817,RVN,Quat,1965-02-20,20feb1965,1965-06-12,12jun1965,Irregular,Irregular,"Removed by Military, without Foreign Support",1,OK,M,1909,1979,NA,,NA,,NA,1,3,6,0,NA,NA
RVN-1965-3,824c5830-1e42-11e4-b4cd-db5882bf8def,817,RVN,Van Thieu,1965-06-14,14jun1965,1975-04-21,21apr1975,Irregular,Foreign,Removed through Threat of Foreign Force,0,Exile,M,1923,2001,1923-05-05,05may1923,2001-09-29,29sep2001,NA,1,4,9,1,NA,NA
RVN-1975,824c275f-1e42-11e4-b4cd-db5882bf8def,817,RVN,Minh,1975-04-28,28apr1975,1975-04-30,30apr1975,Regular,Foreign,Removed through Threat of Foreign Force,1,Imprisonment,M,1916,2001,1916-02-19,19feb1916,2001-08-06,06aug2001,NA,0,4,9,2,NA,NA
MAL-1957,824c5831-1e42-11e4-b4cd-db5882bf8def,820,MAL,Rahman,1957-08-31,31aug1957,1959-04-15,15apr1959,Regular,Regular,Regular,0,OK,M,1895,1990,1895-08-24,24aug1895,1990-12-06,06dec1990,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Tunku-5FAbdul-5FRahman&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=vUCuo-aA1FV1lFkmLuSnprwPSGLUxhqykebmEOtAQrk&e=,0,1,0,0,NA,NA
MAL-1959-1,824c5832-1e42-11e4-b4cd-db5882bf8def,820,MAL,Razak,1959-04-15,15apr1959,1959-08-21,21aug1959,Regular,Regular,Regular,0,OK,M,1922,1976,1922-03-11,11mar1922,1976-01-14,14jan1976,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Abdul-5FRazak&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=TGwNYTNeLZ0Mfa7Rz_AWyvLRVLCECd2Z5MvQ57H9C5I&e=,0,1,0,0,Father of Najib Tun Razak%8255e1c8-1e42-11e4-b4cd-db5882bf8def,0
MAL-1959-2,824c5831-1e42-11e4-b4cd-db5882bf8def,820,MAL,Rahman,1959-08-21,21aug1959,1970-09-22,22sep1970,Regular,Regular,Regular,1,OK,M,1895,1990,1895-08-24,24aug1895,1990-12-06,06dec1990,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Tunku-5FAbdul-5FRahman&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=vUCuo-aA1FV1lFkmLuSnprwPSGLUxhqykebmEOtAQrk&e=,0,1,0,0,NA,NA
MAL-1970,824c5832-1e42-11e4-b4cd-db5882bf8def,820,MAL,Razak,1970-09-22,22sep1970,1976-01-14,14jan1976,Regular,Natural Death,Regular,1,Missing: Natural Death within Six Months of Losing Office,M,1922,1976,1922-03-11,11mar1922,1976-01-14,14jan1976,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Abdul-5FRazak&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=TGwNYTNeLZ0Mfa7Rz_AWyvLRVLCECd2Z5MvQ57H9C5I&e=,0,2,0,-777,Father of Najib Tun Razak%8255e1c8-1e42-11e4-b4cd-db5882bf8def,0
MAL-1976,824c5833-1e42-11e4-b4cd-db5882bf8def,820,MAL,Hussein Bin Onn,1976-01-14,14jan1976,1981-07-16,16jul1981,Regular,Retired Due to Ill Health,Regular,0,OK,M,1922,1990,1922-02-22,22feb1922,1990-05-28,28may1990,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Hussein-5FOnn&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=t_i0g7VzZfIDfze-hXEwaRRRXmlKpMKYX1oKx8pKgbo&e=,0,2.0999999,0,0,NA,NA
MAL-1981,824c890c-1e42-11e4-b4cd-db5882bf8def,820,MAL,Mahatir Bin Mohammad,1981-07-16,16jul1981,2003-10-31,31oct2003,Regular,Regular,Regular,0,OK,M,1925,-777,1925-12-20,20dec1925,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Mahathir-5Fbin-5FMohamad&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=4-r0sf_GcuXaR57ba9P9-Q8FqNK29OvcSCT52YfJrdM&e=,0,1,0,0,NA,NA
MAL-2003,824c890d-1e42-11e4-b4cd-db5882bf8def,820,MAL,Ahmad Badawi,2003-10-31,31oct2003,2009-04-03,03apr2009,Regular,Regular,Regular,0,OK,M,1939,-777,1939-11-26,26nov1939,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Abdullah-5FAhmad-5FBadawi&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=jQwfJ_YkYDhtHNv0Yun80iAxIFSE1GpZSrRSUK7utgU&e=,0,1,0,0,NA,NA
MAL-2009,8255e1c8-1e42-11e4-b4cd-db5882bf8def,820,MAL,Najib Tun Razak,2009-04-03,03apr2009,2015-12-31,31dec2015,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1953,-777,1953-07-23,23jul1953,NA,,NA,0,-888,-888,-888,Son of Razak%824c5832-1e42-11e4-b4cd-db5882bf8def,1
SIN-1959,824c890e-1e42-11e4-b4cd-db5882bf8def,830,SIN,Lee Kuan Yew,1959-06-05,05jun1959,1990-11-28,28nov1990,Regular,Regular,Regular,0,OK,M,1923,-777,1923-09-16,16sep1923,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Lee-5FKuan-5FYew&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=VM4e2htVrU7umgadz97LXkodEeohJ1fapZqKVBj66fM&e=,0,1,0,0,Father of Lee Hsien Loong%824c8910-1e42-11e4-b4cd-db5882bf8def,0
SIN-1990,824c890f-1e42-11e4-b4cd-db5882bf8def,830,SIN,Goh Chok Tong,1990-11-28,28nov1990,2004-08-12,12aug2004,Regular,Regular,Regular,0,OK,M,1941,-777,1941-05-20,20may1941,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Goh-5FChok-5FTong&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=GUKPFW2JwEo5s9cnd45z6k5BDvuVgOWydRkSA2lpm9k&e=,0,1,0,0,NA,NA
SIN-2004,824c8910-1e42-11e4-b4cd-db5882bf8def,830,SIN,Lee Hsien Loong,2004-08-12,12aug2004,2015-12-31,31dec2015,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1952,-777,1952-02-10,10feb1952,NA,,NA,0,-888,-888,-888,Son of Lee Kuan Yew%824c890e-1e42-11e4-b4cd-db5882bf8def,1
BRU-1967,824c8911-1e42-11e4-b4cd-db5882bf8def,835,BRU,Hassanal Bolkiah,1967-10-04,04oct1967,2015-12-31,31dec2015,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1946,-777,1946-07-15,15jul1946,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Hassanal-5FBolkiah&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=nxmc-8n2OJIQNpj1X_onF7MyP3syraYjkF5SOFMQrjM&e=,0,-888,-888,-888,NA,NA
PHI-1946,824cb9e0-1e42-11e4-b4cd-db5882bf8def,840,PHI,Roxas,1946-07-04,04jul1946,1948-04-16,16apr1948,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1892,1948,1892-01-01,01jan1892,1948-04-15,15apr1948,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Manuel-5FRoxas&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=6lHx7nTft0KTSnJCXgsKLAH3UuC9BGqaSfVNQ7MAYeU&e=,0,2,0,-777,NA,NA
PHI-1948,824cb9e1-1e42-11e4-b4cd-db5882bf8def,840,PHI,Quirrino,1948-04-16,16apr1948,1953-12-30,30dec1953,Regular,Regular,Regular,0,OK,M,1890,1956,1890-11-16,16nov1890,1956-02-28,28feb1956,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Elpidio-5FQuirino&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=qBPtkNR9Dt3doz7WcJfCQ4szGyguZh3KD3aaxxuk0NQ&e=,0,1,0,0,NA,NA
PHI-1953,824cb9e2-1e42-11e4-b4cd-db5882bf8def,840,PHI,Magsaysay,1953-12-30,30dec1953,1957-03-17,17mar1957,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1907,1957,1907-08-31,31aug1907,1957-03-17,17mar1957,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Ramon-5FMagsaysay&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=M4XTtfscmnLi1dXP-93OET-K00KGYVmoVDnHrlPNrI8&e=,0,2,0,-777,NA,NA
PHI-1957,824cb9e3-1e42-11e4-b4cd-db5882bf8def,840,PHI,Garcia,1957-03-17,17mar1957,1961-11-14,14nov1961,Regular,Regular,Regular,0,OK,M,1896,1971,1896-11-04,04nov1896,1971-06-14,14jun1971,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Carlos-5FP.-5FGarcia&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=1oos5iKTdGFHMqac5kH7KrIfFS60IPKavVBlxScT2pA&e=,0,1,0,0,NA,NA
PHI-1961,824cb9e4-1e42-11e4-b4cd-db5882bf8def,840,PHI,Macapagal,1961-11-14,14nov1961,1965-12-30,30dec1965,Regular,Regular,Regular,0,OK,M,1910,1997,1910-09-28,28sep1910,1997-04-21,21apr1997,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Diosdado-5FMacapagal&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=WnCCh6hXwz--W3CviCFqUDKqtbpBKjg8e7kO2PlHrdM&e=,0,1,0,0,Father of Gloria Macapagal-Arroyo%824ceab7-1e42-11e4-b4cd-db5882bf8def,0
PHI-1965,824cb9e5-1e42-11e4-b4cd-db5882bf8def,840,PHI,Marcos,1965-12-30,30dec1965,1986-02-25,25feb1986,Regular,Irregular,"Popular Protest, without Foreign Support",0,Exile,M,1917,1989,1917-09-11,11sep1917,1989-09-28,28sep1989,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Ferdinand-5FMarcos&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=o11VLiVJBfbUUQwHJVWDLjRrdz0KQO52cjMS7VpbVVo&e=,0,3,2,1,NA,NA
PHI-1986,824ceab4-1e42-11e4-b4cd-db5882bf8def,840,PHI,Aquino,1986-02-25,25feb1986,1992-06-30,30jun1992,Irregular,Regular,Regular,0,OK,F,1933,2009,1933-01-25,25jan1933,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Corazon-5FAquino&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=fjFGPAIaj20Ob1uuYNg2JjhqSUgf4pybxY7-L03AaPo&e=,1,1,0,0,Mother of Benigno Aquino III%8255e1c9-1e42-11e4-b4cd-db5882bf8def,0
PHI-1992,824ceab5-1e42-11e4-b4cd-db5882bf8def,840,PHI,Ramos,1992-06-30,30jun1992,1998-06-30,30jun1998,Regular,Regular,Regular,0,OK,M,1928,-777,1928-03-18,18mar1928,NA,,NA,0,1,0,0,NA,NA
PHI-1998,824ceab6-1e42-11e4-b4cd-db5882bf8def,840,PHI,Estrada,1998-06-30,30jun1998,2001-01-20,20jan2001,Regular,Regular,Regular,0,Imprisonment,M,1937,-777,1937-04-19,19apr1937,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Joseph-5FEstrada&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=08wpO5djU_AZ7E-ZgyNxWbyFTyZb9cvyC_EUXfnOP8U&e=,0,1,0,2,NA,NA
PHI-2001,824ceab7-1e42-11e4-b4cd-db5882bf8def,840,PHI,Gloria Macapagal-Arroyo,2001-01-21,21jan2001,2010-06-30,30jun2010,Regular,Regular,Regular,0,Imprisonment,F,1947,-777,1947-04-05,05apr1947,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Gloria-5FMacapagal-2DArroyo&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=yTXFa9T-1LMKPXxtKd3pH-LQG9ob98SEL3Pi33TSLck&e=,0,1,0,2,Son of Macapagal%824cb9e4-1e42-11e4-b4cd-db5882bf8def,1
PHI-2010,8255e1c9-1e42-11e4-b4cd-db5882bf8def,840,PHI,Benigno Aquino III,2010-06-30,30jun2010,2015-12-31,31dec2015,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1960,-777,1960-02-08,08feb1960,NA,,NA,0,-888,-888,-888,Son of Aquino%824ceab4-1e42-11e4-b4cd-db5882bf8def,1
INS-1945,824ceab8-1e42-11e4-b4cd-db5882bf8def,850,INS,Sukarno,1945-08-17,17aug1945,1948-12-18,18dec1948,Regular,Foreign,Removed through Threat of Foreign Force,0,Imprisonment,M,1901,1970,1901-06-06,06jun1901,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Sukarno&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=7-74GzhEay1ZnSlWe555WFObFLObK1Om5RhuYe13ASU&e=,0,4,9,2,Father of Megawati Sukarnoputri%824d1b8b-1e42-11e4-b4cd-db5882bf8def,0
INS-1948,824ceab9-1e42-11e4-b4cd-db5882bf8def,850,INS,Louis Beel,1948-12-18,18dec1948,1949-05-19,19may1949,Foreign Imposition,Foreign,"Irregular, Other",0,Exile,M,1902,1977,1902-04-12,12apr1902,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Louis-5FBeel&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=9UlF0Pj0zR5NlmLG0cDzHNS-boH5pq5HGpEH8bylO9w&e=,2,4,111,1,NA,NA
INS-1949-1,824ceaba-1e42-11e4-b4cd-db5882bf8def,850,INS,A. H. J. Lovink,1949-05-19,19may1949,1949-12-27,27dec1949,Foreign Imposition,Regular,Regular,0,Exile,M,1902,1995,1902-07-12,12jul1902,NA,,NA,2,1,0,1,NA,NA
INS-1949-2,824ceab8-1e42-11e4-b4cd-db5882bf8def,850,INS,Sukarno,1949-12-27,27dec1949,1966-03-12,12mar1966,Regular,Irregular,"Removed by Military, without Foreign Support",1,Imprisonment,M,1901,1970,1901-06-06,06jun1901,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Sukarno&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=7-74GzhEay1ZnSlWe555WFObFLObK1Om5RhuYe13ASU&e=,0,3,6,2,Father of Megawati Sukarnoputri%824d1b8b-1e42-11e4-b4cd-db5882bf8def,0
INS-1966,824d1b88-1e42-11e4-b4cd-db5882bf8def,850,INS,Suharto,1966-03-12,12mar1966,1998-05-21,21may1998,Irregular,Regular,Regular,0,Imprisonment,M,1921,2008,1921-02-20,20feb1921,NA,,NA,1,1,0,2,NA,NA
INS-1998,824d1b89-1e42-11e4-b4cd-db5882bf8def,850,INS,Habibie,1998-05-21,21may1998,1999-10-20,20oct1999,Regular,Regular,Regular,0,OK,M,1936,-777,1936-06-25,25jun1936,NA,,NA,0,1,0,0,NA,NA
INS-1999,824d1b8a-1e42-11e4-b4cd-db5882bf8def,850,INS,Wahid,1999-10-20,20oct1999,2001-07-23,23jul2001,Regular,Regular,Regular,0,OK,M,1940,2009,NA,,NA,,NA,0,1,0,0,NA,NA
INS-2001,824d1b8b-1e42-11e4-b4cd-db5882bf8def,850,INS,Megawati Sukarnoputri,2001-07-24,24jul2001,2004-10-20,20oct2004,Regular,Regular,Regular,0,OK,F,1947,-777,NA,,NA,,NA,0,1,0,0,Daughter of Sukarno%824ceab8-1e42-11e4-b4cd-db5882bf8def,1
INS-2004,824d1b8c-1e42-11e4-b4cd-db5882bf8def,850,INS,Bambang Yudhoyono,2004-10-20,20oct2004,2014-10-20,20oct2014,Regular,Regular,Regular,0,OK,M,1949,-777,1949-09-09,09sep1949,NA,,NA,0,1,0,0,NA,NA
INS-2014,14a05fc3-aae0-11e4-b3bc-29f2fa19767e,850,INS,Joko Widodo,2014-10-20,20oct2014,2015-12-31,31dec2015,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1961,-777,1961-06-21,21jun1961,NA,,NA,0,-888,-888,-888,NA,NA
ETM-2002,824d1b8d-1e42-11e4-b4cd-db5882bf8def,860,ETM,Gusmao,2002-05-20,20may2002,2007-05-20,20may2007,Regular,Regular,Regular,0,OK,M,1946,-777,1946-06-20,20jun1946,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Xanana-5FGusm-25C3-25A3o&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=wpTtgv_8ReoG4gFYSvWkZIJwr6hlfQliCmZ0VYReZNk&e=,0,1,0,0,NA,NA
