obsid,leadid,ccode,idacr,leader,startdate,eindate,enddate,eoutdate,entry,exit,exitcode,prevtimesinoffice,posttenurefate,gender,yrborn,yrdied,borndate,ebirthdate,deathdate,edeathdate,dbpediauri,numentry,numexit,numexitcode,numposttenurefate,fties,ftcur
CAN-1948,81de78f4-1e42-11e4-b4cd-db5882bf8def,20,CAN,St. Laurent,1948-11-15,15nov1948,1957-06-21,21jun1957,Regular,Regular,Regular,0,OK,M,1882,1973,1882-02-01,01feb1882,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Louis-5FSt.-5FLaurent&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=1_JqIUI-cEV1iwLTvxoeZp0dBayilsdlMLGZCNNJUFg&e=,0,1,0,0,NA,NA
CAN-1957,81de78f5-1e42-11e4-b4cd-db5882bf8def,20,CAN,Diefenbaker,1957-06-21,21jun1957,1963-04-22,22apr1963,Regular,Regular,Regular,0,OK,M,1895,1979,1895-09-18,18sep1895,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_John-5FDiefenbaker&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=6TYAB7L7Ufes-gYVer7NsjNfu7pTB-NX3P5lsZ8wF7M&e=,0,1,0,0,NA,NA
CAN-1963,81de78f6-1e42-11e4-b4cd-db5882bf8def,20,CAN,Pearson,1963-04-22,22apr1963,1968-04-20,20apr1968,Regular,Regular,Regular,0,OK,M,1897,1972,1897-04-23,23apr1897,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Lester-5FB.-5FPearson&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=cweceAKDcxiJMyb-uwPUGfcmPYzaVQGdRXRqVDiZmJM&e=,0,1,0,0,NA,NA
CAN-1968,81de78f7-1e42-11e4-b4cd-db5882bf8def,20,CAN,Pierre Trudeau,1968-04-20,20apr1968,1979-06-04,04jun1979,Regular,Regular,Regular,0,OK,M,1919,2000,1919-10-18,18oct1919,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Pierre-5FTrudeau&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=w4_-YXRnusU30RhiSPp87RPt4ZI3h33z8sN7421A2Kw&e=,0,1,0,0,Father of Justin Trudeau%43f5ae9c-de6a-11e5-ba44-bb6d7c1a9a58,0
CAN-1979,81de78f8-1e42-11e4-b4cd-db5882bf8def,20,CAN,Clark,1979-06-04,04jun1979,1980-03-03,03mar1980,Regular,Regular,Regular,0,OK,M,1939,-777,1939-06-05,05jun1939,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Joe-5FClark&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=-HfjxvUln5ECr1JP_5QDje-BndEcDO-E7JKce9IdRO8&e=,0,1,0,0,NA,NA
CAN-1980,81de78f7-1e42-11e4-b4cd-db5882bf8def,20,CAN,Pierre Trudeau,1980-03-03,03mar1980,1984-06-30,30jun1984,Regular,Regular,Regular,1,OK,M,1919,2000,1919-10-18,18oct1919,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Pierre-5FTrudeau&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=w4_-YXRnusU30RhiSPp87RPt4ZI3h33z8sN7421A2Kw&e=,0,1,0,0,Father of Justin Trudeau%43f5ae9c-de6a-11e5-ba44-bb6d7c1a9a58,0
CAN-1984-1,81de78f9-1e42-11e4-b4cd-db5882bf8def,20,CAN,Turner,1984-06-30,30jun1984,1984-09-17,17sep1984,Regular,Regular,Regular,0,OK,M,1929,-777,1929-06-07,07jun1929,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_John-5FTurner&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=2LjzF2jtH7HeWMa4ikmSHUzgIyteqWSam74Ug2FhHlY&e=,0,1,0,0,NA,NA
CAN-1984-2,81dea9c8-1e42-11e4-b4cd-db5882bf8def,20,CAN,Mulroney,1984-09-17,17sep1984,1993-06-25,25jun1993,Regular,Regular,Regular,0,OK,M,1939,-777,1939-03-20,20mar1939,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Brian-5FMulroney&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=ISn4dFD4sYHvrdfqixCO51zXVodWbv_BhjldzdQAYeI&e=,0,1,0,0,NA,NA
CAN-1993-1,81dea9c9-1e42-11e4-b4cd-db5882bf8def,20,CAN,Kim Campbell,1993-06-25,25jun1993,1993-11-04,04nov1993,Regular,Regular,Regular,0,OK,F,1947,-777,NA,,NA,,NA,0,1,0,0,NA,NA
CAN-1993-2,81dea9ca-1e42-11e4-b4cd-db5882bf8def,20,CAN,Chretien,1993-11-04,04nov1993,2003-12-12,12dec2003,Regular,Regular,Regular,0,OK,M,1939,-777,NA,,NA,,NA,0,1,0,0,NA,NA
CAN-2003,81dea9cb-1e42-11e4-b4cd-db5882bf8def,20,CAN,Paul Martin,2003-12-12,12dec2003,2006-02-06,06feb2006,Regular,Regular,Regular,0,OK,M,1938,-777,NA,,NA,,NA,0,1,0,0,NA,NA
CAN-2006,824ff7fe-1e42-11e4-b4cd-db5882bf8def,20,CAN,Harper,2006-02-06,06feb2006,2015-11-04,04nov2015,Regular,Regular,Regular,0,Missing: Left Office after 2014-12-31,M,1959,-777,1959-04-30,30apr1959,NA,,NA,0,1,0,-999,NA,NA
CAN-2015,43f5ae9c-de6a-11e5-ba44-bb6d7c1a9a58,20,CAN,Justin Trudeau,2015-11-04,04nov2015,2015-12-31,31dec2015,Regular,Still in Office,Still in Office,0,Missing: Left Office after 2014-12-31,M,1971,-777,1971-12-25,25dec1971,NA,,NA,0,-888,0,-999,Son of Pierre Trudeau%81de78f7-1e42-11e4-b4cd-db5882bf8def,1
BHM-1967,81dea9cc-1e42-11e4-b4cd-db5882bf8def,31,BHM,Pindling,1967-01-16,16jan1967,1992-08-21,21aug1992,Regular,Regular,Regular,0,OK,M,1930,2000,NA,,NA,,NA,0,1,0,0,NA,NA
BHM-1992,3500baa8-3bbd-11e5-afeb-eb6f07f9fec7,31,BHM,Ingraham,1992-08-21,21aug1992,2002-05-03,03may2002,Regular,Regular,Regular,0,OK,M,1947,-777,NA,,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Hubert-5FIngraham&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=aovuCrjZcQLSygcYa6DQX-V8liSJDbOedpmr_d0NAJA&e=,0,1,0,0,NA,NA
BHM-2002,81deda9d-1e42-11e4-b4cd-db5882bf8def,31,BHM,Christie,2002-05-03,03may2002,2005-05-04,04may2005,Regular,Regular,Regular,0,OK,M,1943,-777,NA,,NA,,NA,0,1,0,0,NA,NA
BHM-2005-1,824ff7ff-1e42-11e4-b4cd-db5882bf8def,31,BHM,Cynthia A. Pratt,2005-05-04,04may2005,2005-06-22,22jun2005,Regular,Regular,Regular,0,OK,F,1943,-777,NA,,NA,,NA,0,1,0,0,NA,NA
BHM-2005-2,81deda9d-1e42-11e4-b4cd-db5882bf8def,31,BHM,Christie,2005-06-22,22jun2005,2007-05-04,04may2007,Regular,Regular,Regular,1,OK,M,1943,-777,NA,,NA,,NA,0,1,0,0,NA,NA
BHM-2007,3500baa8-3bbd-11e5-afeb-eb6f07f9fec7,31,BHM,Ingraham,2007-05-04,04may2007,2012-05-08,08may2012,Regular,Regular,Regular,1,OK,M,1947,-777,NA,,NA,,NA,0,1,0,0,NA,NA
BHM-2012,81deda9d-1e42-11e4-b4cd-db5882bf8def,31,BHM,Christie,2012-05-08,08may2012,2015-12-31,31dec2015,Regular,Still in Office,Still in Office,2,Leader Still in Office,M,1943,-777,1943-08-21,21aug1943,NA,,NA,0,-888,-888,-888,NA,NA
CUB-1902,81deda9e-1e42-11e4-b4cd-db5882bf8def,40,CUB,Palma,1902-05-20,20may1902,1906-09-28,28sep1906,Regular,Irregular,Unknown,0,OK,M,1835,1908,1835-07-09,09jul1835,NA,,NA,0,3,-999,0,NA,NA
CUB-1909,81deda9f-1e42-11e4-b4cd-db5882bf8def,40,CUB,Gomez,1909-01-28,28jan1909,1913-05-20,20may1913,Regular,Regular,Regular,0,OK,M,1858,1921,1858-07-06,06jul1858,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Jos-25C3-25A9-5FMiguel-5FG-25C3-25B3mez&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=1NF5x1Zu_N6SeSZ0Sl-F8t5Jd6hSEWbXstJtm8tflaw&e=,0,1,0,0,Father of Gomez y Arias%81df3c45-1e42-11e4-b4cd-db5882bf8def,0
CUB-1913,81dedaa0-1e42-11e4-b4cd-db5882bf8def,40,CUB,Menocal,1913-05-20,20may1913,1921-05-20,20may1921,Regular,Regular,Regular,0,Exile,M,1868,1941,1868-12-17,17dec1868,NA,,NA,0,1,0,1,NA,NA
CUB-1921,81df0b70-1e42-11e4-b4cd-db5882bf8def,40,CUB,Zyas y Alfonso,1921-05-20,20may1921,1925-05-20,20may1925,Regular,Regular,Regular,0,OK,M,1861,1934,1861-09-21,21sep1861,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Alfredo-5FZayas-5Fy-5FAlfonso&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=qVE_rcLPA754FWe1nuWY7rwfVNVECGVzH49nyW6jN_s&e=,0,1,0,0,NA,NA
CUB-1925,81df0b71-1e42-11e4-b4cd-db5882bf8def,40,CUB,Machado Morales,1925-05-20,20may1925,1933-08-12,12aug1933,Regular,Irregular,"Removed by Military, without Foreign Support",0,Exile,M,1871,1939,1871-09-28,28sep1871,NA,,NA,0,3,6,1,NA,NA
CUB-1933-1,81df0b72-1e42-11e4-b4cd-db5882bf8def,40,CUB,de Cespedes,1933-08-12,12aug1933,1933-09-05,05sep1933,Irregular,Irregular,"Removed by Military, without Foreign Support",0,OK,M,1871,1939,1871-08-12,12aug1871,NA,,NA,1,3,6,0,NA,NA
CUB-1933-2,81df0b73-1e42-11e4-b4cd-db5882bf8def,40,CUB,Grau San Martin,1933-09-10,10sep1933,1934-01-15,15jan1934,Irregular,Irregular,Removed in Military Power Struggle Short of Coup,0,Exile,M,1882,1969,1882-09-13,13sep1882,NA,,NA,1,3,16,1,NA,NA
CUB-1934-1,81df0b74-1e42-11e4-b4cd-db5882bf8def,40,CUB,Hevia,1934-01-15,15jan1934,1934-01-18,18jan1934,Irregular,Irregular,Removed in Military Power Struggle Short of Coup,0,OK,M,1900,1964,NA,,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Carlos-5FHevia&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=5-6e0ciWg-SlbSXQhsIrBVVl7sydg_gVQjoic3YQiQE&e=,1,3,16,0,NA,NA
CUB-1934-2,81df0b75-1e42-11e4-b4cd-db5882bf8def,40,CUB,Mendieta,1934-01-18,18jan1934,1935-12-12,12dec1935,Irregular,Regular,Regular,0,OK,M,1873,1960,1873-11-04,04nov1873,NA,,NA,1,1,0,0,NA,NA
CUB-1935,81df3c44-1e42-11e4-b4cd-db5882bf8def,40,CUB,Barnet,1935-12-12,12dec1935,1936-05-20,20may1936,Regular,Regular,Regular,0,OK,M,1864,1945,NA,,NA,,NA,0,1,0,0,NA,NA
CUB-1936-1,81df3c45-1e42-11e4-b4cd-db5882bf8def,40,CUB,Gomez y Arias,1936-05-20,20may1936,1936-12-28,28dec1936,Regular,Regular,Regular,0,OK,M,1889,1950,1889-10-06,06oct1889,NA,,NA,0,1,0,0,Son of Gomez%81deda9f-1e42-11e4-b4cd-db5882bf8def,1
CUB-1936-2,81df3c46-1e42-11e4-b4cd-db5882bf8def,40,CUB,Laredo Bru,1936-12-28,28dec1936,1940-10-10,10oct1940,Regular,Regular,Regular,0,OK,M,1875,1946,1875-04-23,23apr1875,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Federico-5FLaredo-5FBr-25C3-25BA&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=Rq7KVvMy39C5SnmdtY7Gu0C2BRV1pS8qMybPSXwET2w&e=,0,1,0,0,NA,NA
CUB-1940,81df3c47-1e42-11e4-b4cd-db5882bf8def,40,CUB,Batista,1940-10-10,10oct1940,1944-10-10,10oct1944,Regular,Regular,Regular,0,Exile,M,1901,1973,1901-01-16,16jan1901,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Fulgencio-5FBatista&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=BNGdwp9997BWodyXCQgGf6XkYdL6Qru7kZypNW4NmjE&e=,0,1,0,1,NA,NA
CUB-1944,81df0b73-1e42-11e4-b4cd-db5882bf8def,40,CUB,Grau San Martin,1944-10-10,10oct1944,1948-10-10,10oct1948,Regular,Regular,Regular,1,Exile,M,1882,1969,1882-09-13,13sep1882,NA,,NA,0,1,0,1,NA,NA
CUB-1948,81df3c48-1e42-11e4-b4cd-db5882bf8def,40,CUB,Prio Socarres,1948-10-10,10oct1948,1952-03-10,10mar1952,Regular,Irregular,"Removed by Military, without Foreign Support",0,Exile,M,1903,1977,1903-07-14,14jul1903,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Carlos-5FPr-25C3-25ADo-5FSocarr-25C3-25A1s&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=hVl4y-cioCjN1XnAMbuYYzgzAymI-wcT2czvmgVhZhE&e=,0,3,6,1,NA,NA
CUB-1952,81df3c47-1e42-11e4-b4cd-db5882bf8def,40,CUB,Batista,1952-03-10,10mar1952,1959-01-01,01jan1959,Irregular,Irregular,"Removed by Rebels, without Foreign Support",1,Exile,M,1901,1973,1901-01-16,16jan1901,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Fulgencio-5FBatista&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=BNGdwp9997BWodyXCQgGf6XkYdL6Qru7kZypNW4NmjE&e=,1,3,4,1,NA,NA
CUB-1959,81df6d18-1e42-11e4-b4cd-db5882bf8def,40,CUB,Castro,1959-01-02,02jan1959,2008-02-24,24feb2008,Irregular,Retired Due to Ill Health,Regular,0,OK,M,1927,-777,1927-08-13,13aug1927,NA,,NA,1,2.0999999,0,0,Brother of Raul Castro%824ff801-1e42-11e4-b4cd-db5882bf8def,0
CUB-2008,824ff801-1e42-11e4-b4cd-db5882bf8def,40,CUB,Raul Castro,2008-02-24,24feb2008,2015-12-31,31dec2015,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1931,-777,1931-06-03,03jun1931,NA,,NA,0,-888,-888,-888,Brother of Castro%81df6d18-1e42-11e4-b4cd-db5882bf8def,NA
HAI-1874,81df6d19-1e42-11e4-b4cd-db5882bf8def,41,HAI,Rameau,1874-06-11,11jun1874,1876-04-15,15apr1876,Irregular,Irregular,"Removed by Military, without Foreign Support",0,Death,M,1828,1876,NA,,1876-04-15,15apr1876,NA,1,3,6,3,NA,NA
HAI-1876,81df6d1a-1e42-11e4-b4cd-db5882bf8def,41,HAI,Canal,1876-04-23,23apr1876,1879-07-17,17jul1879,Irregular,Irregular,Unknown,0,Exile,M,1832,1905,NA,,NA,,NA,1,3,-999,1,NA,NA
HAI-1879-1,81df6d1b-1e42-11e4-b4cd-db5882bf8def,41,HAI,Herrise,1879-07-17,17jul1879,1879-07-26,26jul1879,Irregular,Regular,Regular,0,Imprisonment,M,-999,-999,NA,,NA,,NA,1,1,0,2,NA,NA
HAI-1879-2,81df6d1c-1e42-11e4-b4cd-db5882bf8def,41,HAI,Lamothe,1879-07-26,26jul1879,1879-10-02,02oct1879,Irregular,Irregular,Unknown,0,Imprisonment,M,-999,-999,NA,,NA,,NA,1,3,-999,2,NA,NA
HAI-1879-3,81df9dec-1e42-11e4-b4cd-db5882bf8def,41,HAI,Salomon,1879-10-23,23oct1879,1888-08-10,10aug1888,Irregular,Irregular,Unknown,0,Exile,M,1815,1888,NA,,NA,,NA,1,3,-999,1,Uncle-in-law of P. A. T. Simon%81df9def-1e42-11e4-b4cd-db5882bf8def,0
HAI-1888-1,81df6d1a-1e42-11e4-b4cd-db5882bf8def,41,HAI,Canal,1888-08-10,10aug1888,1888-10-16,16oct1888,Irregular,Regular,Regular,1,Exile,M,1832,1905,NA,,NA,,NA,1,1,0,1,NA,NA
HAI-1888-2,81df9ded-1e42-11e4-b4cd-db5882bf8def,41,HAI,Legitime,1888-10-16,16oct1888,1889-08-22,22aug1889,Irregular,Irregular,Unknown,0,Exile,M,1841,1935,NA,,NA,,NA,1,3,-999,1,NA,NA
HAI-1889,81df9dee-1e42-11e4-b4cd-db5882bf8def,41,HAI,Hippolyte,1889-08-25,25aug1889,1896-03-24,24mar1896,Irregular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1827,1896,NA,,NA,,NA,1,2,0,-777,NA,NA
HAI-1896,81df9def-1e42-11e4-b4cd-db5882bf8def,41,HAI,P. A. T. Simon,1896-03-31,31mar1896,1902-05-12,12may1902,Regular,Regular,Regular,0,Exile,M,1835,1916,NA,,NA,,NA,0,1,0,1,Nephew-in-law of Salomon%81df9dec-1e42-11e4-b4cd-db5882bf8def,1
HAI-1902-1,81df6d1a-1e42-11e4-b4cd-db5882bf8def,41,HAI,Canal,1902-05-26,26may1902,1902-12-17,17dec1902,Irregular,Irregular,Unknown,2,OK,M,1832,1905,NA,,NA,,NA,1,3,-999,0,NA,NA
HAI-1902-2,81df9df0-1e42-11e4-b4cd-db5882bf8def,41,HAI,Nord,1902-12-17,17dec1902,1908-12-20,20dec1908,Irregular,Irregular,Unknown,0,Exile,M,1820,1910,NA,,1910-05-01,01may1910,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Pierre-5FNord-5FAlexis&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=1Dt5NLHJeysWHUmXv4_Vxozdu2sAKlioLRe-ZsS4Wo4&e=,1,3,-999,1,NA,NA
HAI-1908,81dfceca-1e42-11e4-b4cd-db5882bf8def,41,HAI,A. Simon,1908-12-20,20dec1908,1911-08-03,03aug1911,Irregular,Irregular,Unknown,0,Exile,M,1844,1923,NA,,NA,,NA,1,3,-999,1,NA,NA
HAI-1911,81dfcecb-1e42-11e4-b4cd-db5882bf8def,41,HAI,Leconte,1911-08-07,07aug1911,1912-08-08,08aug1912,Irregular,Irregular,Unknown,0,Death,M,1854,1912,NA,,NA,,NA,1,3,-999,3,NA,NA
HAI-1912,81dfcecc-1e42-11e4-b4cd-db5882bf8def,41,HAI,Tancred Auguste,1912-08-08,08aug1912,1913-05-12,12may1913,Irregular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1856,1913,NA,,NA,,NA,1,2,0,-777,NA,NA
HAI-1913,81dfcecd-1e42-11e4-b4cd-db5882bf8def,41,HAI,Michel Oreste,1913-05-12,12may1913,1914-01-27,27jan1914,Regular,Irregular,Unknown,0,Exile,M,1859,1918,NA,,1918-10-28,28oct1918,NA,0,3,-999,1,NA,NA
HAI-1914-1,81dfcece-1e42-11e4-b4cd-db5882bf8def,41,HAI,Oreste Zamor,1914-02-08,08feb1914,1914-10-19,19oct1914,Irregular,Irregular,Unknown,0,Death,M,1861,1915,NA,,NA,,NA,1,3,-999,3,NA,NA
HAI-1914-2,81dfff9e-1e42-11e4-b4cd-db5882bf8def,41,HAI,Theodore,1914-10-19,19oct1914,1915-02-22,22feb1915,Irregular,Irregular,Unknown,0,Exile,M,1847,1917,NA,,1917-01-13,13jan1917,NA,1,3,-999,1,NA,NA
HAI-1915,81dfff9f-1e42-11e4-b4cd-db5882bf8def,41,HAI,Velbrun-Guillaume,1915-03-04,04mar1915,1915-07-26,26jul1915,Irregular,Irregular,Unknown,0,Death,M,1859,1915,1859-03-04,04mar1859,1915-07-28,28jul1915,NA,1,3,-999,3,NA,NA
HAI-1934,81dfffa0-1e42-11e4-b4cd-db5882bf8def,41,HAI,Vincent,1934-08-15,15aug1934,1941-05-15,15may1941,Regular,Regular,Regular,0,Exile,M,1874,1959,NA,,1959-09-03,03sep1959,NA,0,1,0,1,NA,NA
HAI-1941,81dfffa1-1e42-11e4-b4cd-db5882bf8def,41,HAI,Lescot,1941-05-15,15may1941,1946-01-11,11jan1946,Regular,Irregular,"Removed by Military, without Foreign Support",0,Exile,M,1883,1974,1883-12-09,09dec1883,1974-10-21,21oct1974,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_-25C3-2589lie-5FLescot&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=2L7m68zog2eHfDquMvwwe3dqBRL9odI7l8Ovk5co2fc&e=,0,3,6,1,NA,NA
HAI-1946-1,81dfffa2-1e42-11e4-b4cd-db5882bf8def,41,HAI,Lavaud,1946-01-11,11jan1946,1946-08-16,16aug1946,Irregular,Regular,Regular,0,OK,M,1903,1986,1903-03-16,16mar1903,NA,,NA,1,1,0,0,NA,NA
HAI-1946-2,81e03072-1e42-11e4-b4cd-db5882bf8def,41,HAI,Estime,1946-08-16,16aug1946,1950-05-10,10may1950,Regular,Irregular,"Removed by Military, without Foreign Support",0,Imprisonment,M,1900,1953,1900-04-21,21apr1900,1953-07-20,20jul1953,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Dumarsais-5FEstim-25C3-25A9&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=1rRA58Jtgf8zEm5t3Uxl2WX0t5IuX5vJIHVBNFGDysk&e=,0,3,6,2,NA,NA
HAI-1950,81e03073-1e42-11e4-b4cd-db5882bf8def,41,HAI,Magloire,1950-05-10,10may1950,1956-12-12,12dec1956,Regular,Irregular,"Removed by Military, without Foreign Support",0,Exile,M,1907,2001,1907-07-19,19jul1907,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Paul-5FMagloire&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=ycokK_cSs_P814IKrGAsbDMM3gH5raHEnnOKhOJfk5o&e=,0,3,6,1,NA,NA
HAI-1956,81e03074-1e42-11e4-b4cd-db5882bf8def,41,HAI,Pierre-Louis,1956-12-12,12dec1956,1957-02-03,03feb1957,Regular,Irregular,"Removed by Military, without Foreign Support",0,OK,M,1900,1966,NA,,NA,,NA,0,3,6,0,NA,NA
HAI-1957-1,81e03075-1e42-11e4-b4cd-db5882bf8def,41,HAI,Sylvain,1957-02-07,07feb1957,1957-04-02,02apr1957,Regular,Irregular,"Removed by Military, without Foreign Support",0,Imprisonment,M,1909,1987,NA,,NA,,NA,0,3,6,2,NA,NA
HAI-1957-2,81e03076-1e42-11e4-b4cd-db5882bf8def,41,HAI,Cantave,1957-04-02,02apr1957,1957-04-06,06apr1957,Irregular,Regular,Regular,0,OK,M,1910,1967,NA,,NA,,NA,1,1,0,0,NA,NA
HAI-1957-3,81e03077-1e42-11e4-b4cd-db5882bf8def,41,HAI,Executive council,1957-04-06,06apr1957,1957-05-20,20may1957,Regular,Regular,Regular,0,OK,M,-999,-999,NA,,NA,,NA,0,1,0,0,NA,NA
